chr	pos	annotation	SIFT	POLYPHEN	maxCADD	priPhCons	GerpRS	FATHMM	benign
chr3	38616858	missense_variant	0.01	0.998	26.8	0.990	477.9	0.88554	pathogenic
chr3	38616870	missense_variant	0	0.992	35	0.997	477.9	0.96688	pathogenic
chr3	38616894	missense_variant	0.46	0.765	23.0	0.982	477.9	0.22781	pathogenic
chr3	38616894	missense_variant	0.62	0.128	22.7	0.982	477.9	0.33545	pathogenic
chr3	38616931	missense_variant	0.13	0.969	28.9	0.998	477.9	0.53386	pathogenic
chr3	38618167	missense_variant	0.48	0.014	23.4	0.890	290	0.74488	pathogenic
chr3	38618244	missense_variant	0	0.989	17.44	0.796	290	0.98344	pathogenic
chr3	38618250	missense_variant	0.01	0.643	15.16	0.519	290	0.99340	pathogenic
chr3	38620875	missense_variant	0.22	0.004	7.691	0.049	324.3	0.11888	pathogenic
chr3	38620877	missense_variant	0.31	0.146	11.82	0.039	324.3	0.77955	pathogenic
chr3	38620979	missense_variant	0.06	0.815	17.97	0.967	324.3	0.94466	pathogenic
chr3	38620979	missense_variant	0.06	0.815	17.97	0.967	324.3	0.94466	pathogenic
chr3	38620979	missense_variant	0.06	0.815	17.24	0.967	324.3	0.94959	pathogenic
chr3	38620979	missense_variant	1	0.296	17.24	0.967	324.3	0.94959	pathogenic
chr3	38622444	missense_variant	0.07	0.836	23.6	0.382	1029.5	0.95405	pathogenic
chr3	38622486	missense_variant	0.02	0.992	26.7	0.685	1029.5	0.99584	pathogenic
chr3	38622493	missense_variant	0.04	0.994	34	0.674	1029.5	0.99590	pathogenic
chr3	38622582	missense_variant	0.28	0.762	24.1	0.627	1029.5	0.93526	pathogenic
chr3	38622582	missense_variant	0.29	0.016	22.7	0.627	1029.5	0.71603	pathogenic
chr3	38622628	missense_variant	0.73	0.001	0.235	0.257	1029.5	0.23789	pathogenic
chr3	38622661	missense_variant	0.82	0.052	0.001	0.032	1029.5	0.08906	pathogenic
chr3	38622661	missense_variant	0.62	0.003	0.001	0.032	1029.5	0.02995	pathogenic
chr3	38622708	missense_variant	0.7	0.998	24.4	0.964	1029.5	0.79362	pathogenic
chr3	38622756	missense_variant	0	0.999	35	0.973	1029.5	0.95324	pathogenic
chr3	38622756	missense_variant	0	0.999	35	0.973	1029.5	0.95324	pathogenic
chr3	38622756	missense_variant	0	0.999	35	0.973	1029.5	0.94387	pathogenic
chr3	38622756	missense_variant	0	0.999	35	0.973	1029.5	0.94387	pathogenic
chr3	38622757	missense_variant	0	1	31	0.975	1029.5	0.89841	pathogenic
chr3	38622757	missense_variant	0	0.999	26.8	0.975	1029.5	0.91166	pathogenic
chr3	38622772	missense_variant	0.02	0.993	27.4	0.985	1029.5	0.96722	pathogenic
chr3	38622846	missense_variant	0	0.998	32	0.998	1029.5	0.95836	pathogenic
chr3	38627186	missense_variant	0	1	28.9	0.990	1153.1	0.98850	pathogenic
chr3	38627189	missense_variant	0.01	0.68	24.5	0.987	1153.1	0.98187	pathogenic
chr3	38627219	missense_variant	0.01	1	27.8	0.995	1153.1	0.96143	pathogenic
chr3	38627226	missense_variant	0	0.982	28.9	0.990	1153.1	0.98304	pathogenic
chr3	38627240	missense_variant	0	0.588	29.5	0.990	1153.1	0.96493	pathogenic
chr3	38627268	missense_variant	0	0.903	34	0.995	1153.1	0.97426	pathogenic
chr3	38627283	missense_variant	0	0.966	24.7	0.985	1153.1	0.97624	pathogenic
chr3	38627291	missense_variant	0	0.998	34	0.995	1153.1	0.97426	pathogenic
chr3	38627292	missense_variant	0	0.994	34	0.995	1153.1	0.95070	pathogenic
chr3	38627295	missense_variant	0	0.998	27.8	0.994	1153.1	0.98310	pathogenic
chr3	38627312	missense_variant	0	0.173	23.7	0.907	1153.1	0.99030	pathogenic
chr3	38627336	missense_variant	0.02	0.99	34	0.986	1153.1	0.98920	pathogenic
chr3	38627337	missense_variant	0	0.996	35	0.984	1153.1	0.99319	pathogenic
chr3	38627370	missense_variant	0.09	0.73	22.7	0.911	1153.1	0.90418	pathogenic
chr3	38627416	missense_variant	0	0.919	28.4	0.996	1153.1	0.93144	pathogenic
chr3	38627418	missense_variant	0	0.996	29.7	0.996	1153.1	0.98159	pathogenic
chr3	38627427	missense_variant	0.02	1	27.6	0.995	1153.1	0.96779	pathogenic
chr3	38627442	missense_variant	0	0.997	25.6	0.971	1153.1	0.97133	pathogenic
chr3	38627451	missense_variant	0	1	33	0.975	1153.1	0.98026	pathogenic
chr3	38627453	missense_variant	0	1	28.6	0.966	1153.1	0.98159	pathogenic
chr3	38627465	missense_variant	0	0.996	32	0.987	1153.1	0.98556	pathogenic
chr3	38627522	missense_variant	0	0.996	27.9	0.982	1153.1	0.98182	pathogenic
chr3	38627528	missense_variant	0	0.998	35	0.957	1153.1	0.97123	pathogenic
chr3	38627529	missense_variant	0	1	34	0.946	1153.1	0.56847	pathogenic
chr3	38628904	missense_variant	0	0.997	35	0.997	608	0.99732	pathogenic
chr3	38628904	missense_variant	0.02	0.873	35	0.997	608	0.99709	pathogenic
chr3	38628962	missense_variant	0.02	0.96	31	0.997	608	0.95309	pathogenic
chr3	38628992	missense_variant	0.48	0.008	21.8	0.971	608	0.81126	pathogenic
chr3	38629010	missense_variant	0.01	0.992	26.9	0.998	608	0.96763	pathogenic
chr3	38629036	missense_variant	0	0.579	24.3	0.998	608	0.96887	pathogenic
chr3	38629036	missense_variant	0	0.947	23.7	0.998	608	0.96736	pathogenic
chr3	38629052	missense_variant	0.09	0.464	23.5	0.991	608	0.95609	pathogenic
chr3	38629052	missense_variant	0.06	0.03	22.4	0.991	608	0.95173	pathogenic
chr3	38629054	missense_variant	0.01	0.543	31	0.991	608	0.95455	pathogenic
chr3	38639228	missense_variant	0	0.997	34	0.953	720.3	0.98754	pathogenic
chr3	38639233	missense_variant	0.04	0.004	23.1	0.927	720.3	0.87553	pathogenic
chr3	38639246	missense_variant	0.4	0.005	22.9	0.813	720.3	0.82842	pathogenic
chr3	38639278	missense_variant	0	0.879	25.5	0.984	720.3	0.99217	pathogenic
chr3	38639278	missense_variant	0	0.879	25.5	0.984	720.3	0.99217	pathogenic
chr3	38639278	missense_variant	0.01	0.975	24.9	0.984	720.3	0.99327	pathogenic
chr3	38639278	missense_variant	0.01	0.015	24.9	0.984	720.3	0.99327	pathogenic
chr3	38639279	missense_variant	0.01	0.843	30	0.989	720.3	0.98754	pathogenic
chr3	38639290	missense_variant	0	0.291	24.6	0.994	720.3	0.98927	pathogenic
chr3	38639332	missense_variant	0	0.631	26.9	0.083	720.3	0.98927	pathogenic
chr3	38639356	missense_variant	0.67	0.001	0.158	0.347	720.3	0.03557	pathogenic
chr3	38639380	missense_variant	0.02	0.895	29.0	0.466	720.3	0.98370	pathogenic
chr3	38639411	missense_variant	0.09	1	23.6	0.411	720.3	0.97534	pathogenic
chr3	38639411	missense_variant	0.09	0.021	22.5	0.411	720.3	0.96856	pathogenic
chr3	38639417	missense_variant	0	0.002	31	0.437	720.3	0.43145	pathogenic
chr3	38639435	missense_variant	0	0.06	22.7	0.381	720.3	0.98866	pathogenic
chr3	38639440	missense_variant	0.03	0	22.7	0.375	720.3	0.90034	pathogenic
chr3	38639443	missense_variant	0.44	0	19.89	0.400	720.3	0.28644	pathogenic
chr3	38640414	missense_variant	0.01	0.714	28.1	0.967	310.7	0.99682	pathogenic
chr3	38640451	missense_variant	0	0.998	34	0.987	310.7	0.95702	pathogenic
chr3	38640469	missense_variant	0.08	0.259	23.1	0.964	310.7	0.97998	pathogenic
chr3	38640472	missense_variant	0.18	0.994	27.0	0.934	310.7	0.94972	pathogenic
chr3	38640514	missense_variant	0.52	0.076	16.60	0.793	310.7	0.91690	pathogenic
chr3	38640514	missense_variant	0.48	0.007	14.75	0.793	310.7	0.87741	pathogenic
chr3	38640517	missense_variant	0.55	0.008	22.2	0.848	310.7	0.87492	pathogenic
chr3	38640517	missense_variant	0.58	0.003	22.2	0.848	310.7	0.87492	pathogenic
chr3	38640517	missense_variant	0.56	0.001	22.4	0.848	310.7	0.14155	pathogenic
chr3	38640517	missense_variant	0.55	0.008	22.4	0.848	310.7	0.14155	pathogenic
chr3	38640522	missense_variant	0.3	0.007	22.6	0.896	310.7	0.39674	pathogenic
chr3	38640537	missense_variant	0.07	0.977	24.9	0.544	310.7	0.99447	pathogenic
chr3	38645235	missense_variant	0.12	0.601	24.8	0.618	822.4	0.66803	pathogenic
chr3	38645337	missense_variant	0.72	0.006	16.94	0.949	822.4	0.05695	pathogenic
chr3	38645376	missense_variant	1	0.088	18.60	0.960	822.4	0.95925	pathogenic
chr3	38645378	missense_variant	0.32	0.007	21.6	0.962	822.4	0.36403	pathogenic
chr3	38645378	missense_variant	0.44	0.16	18.84	0.962	822.4	0.15486	pathogenic
chr3	38645378	missense_variant	0.63	0.063	20.3	0.962	822.4	0.61149	pathogenic
chr3	38645381	missense_variant	0.01	0.999	28.5	0.950	822.4	0.99329	pathogenic
chr3	38645388	missense_variant	0	0.006	26.6	0.971	822.4	0.95957	pathogenic
chr3	38645393	missense_variant	0.3	0.999	23.5	0.972	822.4	0.26771	pathogenic
chr3	38645420	missense_variant	1	0	1.505	0.604	822.4	0.02419	pathogenic
chr3	38645420	missense_variant	1	0	1.505	0.604	822.4	0.02419	pathogenic
chr3	38645439	missense_variant	0.01	1	34	0.901	822.4	0.99373	pathogenic
chr3	38645439	missense_variant	0.42	1	25.4	0.901	822.4	0.99397	pathogenic
chr3	38645439	missense_variant	0.44	0.363	25.8	0.901	822.4	0.98850	pathogenic
chr3	38645442	missense_variant	0.43	0.84	23.2	0.941	822.4	0.48490	pathogenic
chr3	38645464	missense_variant	0.04	0.996	24.4	0.940	822.4	0.94194	pathogenic
chr3	38645489	missense_variant	0.22	0.265	28.1	0.865	822.4	0.65631	pathogenic
chr3	38645498	missense_variant	0.02	0.999	28.8	0.987	822.4	0.99031	pathogenic
chr3	38645505	missense_variant	0.02	0.959	26.5	0.991	822.4	0.99027	pathogenic
chr3	38645516	missense_variant	0.66	0.001	21.3	0.896	822.4	0.46176	pathogenic
chr3	38645526	missense_variant	0	0.013	24.1	0.861	822.4	0.76399	pathogenic
chr3	38645553	missense_variant	0.03	0.753	25.4	0.083	822.4	0.79850	pathogenic
chr3	38645558	missense_variant	0.2	0.003	9.990	0.337	822.4	0.22077	pathogenic
chr3	38645558	missense_variant	0.19	0.006	9.990	0.337	822.4	0.22077	pathogenic
chr3	38646236	missense_variant	0.04	0.999	24.4	0.589	492.1	0.84726	pathogenic
chr3	38646328	missense_variant	0.9	0.001	10.92	0.222	492.1	0.73767	pathogenic
chr3	38646353	missense_variant	0.14	0.972	24.8	0.999	492.1	0.98906	pathogenic
chr3	38647447	missense_variant	0.02	0.062	25.0	0.961	838	0.98866	pathogenic
chr3	38647465	missense_variant	0.15	0.993	28.0	0.998	838	0.98568	pathogenic
chr3	38647542	missense_variant	0	0.998	32	0.973	838	0.98961	pathogenic
chr3	38647543	missense_variant	0.39	0.996	27.3	0.967	838	0.97917	pathogenic
chr3	38647549	missense_variant	0	0.996	34	0.974	838	0.98638	pathogenic
chr3	38647555	missense_variant	0	0.998	24.9	0.989	838	0.97029	pathogenic
chr3	38647562	missense_variant	0	0.996	26.2	0.996	838	0.93469	pathogenic
chr3	38647562	missense_variant	0	0.999	26.2	0.996	838	0.93469	pathogenic
chr3	38647562	missense_variant	0	1	26.4	0.996	838	0.92551	pathogenic
chr3	38647562	missense_variant	0	0.999	26.4	0.996	838	0.92551	pathogenic
chr3	38647563	missense_variant	0.03	0.997	25.6	0.997	838	0.97338	pathogenic
chr3	38647569	missense_variant	0	1	29.7	0.999	838	0.99120	pathogenic
chr3	38647581	missense_variant	0.01	0.997	32	0.989	838	0.98985	pathogenic
chr3	38647590	missense_variant	0	0.996	27.9	0.992	838	0.99114	pathogenic
chr3	38647593	missense_variant	0.01	0.946	28.8	0.990	838	0.99114	pathogenic
chr3	38647594	missense_variant	0	0.986	32	0.990	838	0.98398	pathogenic
chr3	38647623	missense_variant	0	1	34	0.947	838	0.99735	pathogenic
chr3	38647624	missense_variant	0	1	35	0.941	838	0.99735	pathogenic
chr3	38648173	missense_variant	0.02	0.999	35	0.986	492.5	0.76827	pathogenic
chr3	38648180	missense_variant	0	0.994	32	0.997	492.5	0.99675	pathogenic
chr3	38648191	missense_variant	0	1	32	0.992	492.5	0.99688	pathogenic
chr3	38648194	missense_variant	0	0.994	28.3	0.991	492.5	0.99642	pathogenic
chr3	38648200	missense_variant	0	1	35	0.991	492.5	0.99103	pathogenic
chr3	38648200	missense_variant	0	0.999	35	0.991	492.5	0.99103	pathogenic
chr3	38648200	missense_variant	0	1	35	0.991	492.5	0.98113	pathogenic
chr3	38648200	missense_variant	0	0.999	35	0.991	492.5	0.98113	pathogenic
chr3	38648201	missense_variant	0	0.979	35	0.990	492.5	0.98355	pathogenic
chr3	38648234	missense_variant	0	0.999	34	0.971	492.5	0.98177	pathogenic
chr3	38648242	missense_variant	0.01	0.999	28.7	0.885	492.5	0.98954	pathogenic
chr3	38648248	missense_variant	0	0.995	31	0.797	492.5	0.97448	pathogenic
chr3	38648248	missense_variant	0	0.995	31	0.797	492.5	0.97448	pathogenic
chr3	38648248	missense_variant	0.02	0.989	28.9	0.797	492.5	0.96315	pathogenic
chr3	38648248	missense_variant	0.03	1	28.9	0.797	492.5	0.96315	pathogenic
chr3	38648282	missense_variant	0.2	0.67	25.5	0.459	492.5	0.77395	pathogenic
chr3	38648293	missense_variant	0.01	1	28.8	0.201	492.5	0.98954	pathogenic
chr3	38649666	missense_variant	0	0.915	25.6	0.529	171.8	0.99704	pathogenic
chr3	38649681	missense_variant	0.11	0.999	23.6	0.820	171.8	0.75835	pathogenic
chr3	38649685	missense_variant	0.01	1	33	0.879	171.8	0.82300	pathogenic
chr3	38649689	missense_variant	0.54	0.666	25.2	0.963	171.8	0.95495	pathogenic
chr3	38649696	missense_variant	0.01	0.507	27.8	0.996	171.8	0.49120	pathogenic
chr3	38651261	missense_variant	0.56	0.005	7.572	0.008	26.8	0.01072	pathogenic
chr3	38651279	missense_variant	0.28	0.02	23.8	0.646	691.4	0.12256	pathogenic
chr3	38651285	missense_variant	0.61	0.034	23.3	0.619	691.4	0.69815	pathogenic
chr3	38651288	missense_variant	0.15	0.861	23.2	0.479	691.4	0.98489	pathogenic
chr3	38651314	missense_variant	0.08	0.999	29.3	0.867	691.4	0.94808	pathogenic
chr3	38651315	missense_variant	0.02	0.959	33	0.868	691.4	0.73923	pathogenic
chr3	38651327	missense_variant	0.02	0.99	26.2	0.986	691.4	0.95510	pathogenic
chr3	38651332	missense_variant	0	1	28.9	0.976	691.4	0.98648	pathogenic
chr3	38651334	missense_variant	0.1	0.999	23.3	0.981	691.4	0.90105	pathogenic
chr3	38651351	missense_variant	0	0.999	29.7	0.999	691.4	0.99047	pathogenic
chr3	38651420	missense_variant	0	0.74	32	0.995	691.4	0.98039	pathogenic
chr3	38651426	missense_variant	0.02	0.948	29.2	0.988	691.4	0.99047	pathogenic
chr3	38651441	missense_variant	0	1	35	0.990	691.4	0.97026	pathogenic
chr3	38651444	missense_variant	0.09	0.941	24.4	0.992	691.4	0.97845	pathogenic
chr3	38662334	missense_variant&splice_region_variant	0	1	32	0.972	445	0.99651	pathogenic
chr3	38662376	missense_variant	0	0.999	35	0.996	445	0.98082	pathogenic
chr3	38662376	missense_variant	0.03	0.998	35	0.996	445	0.97544	pathogenic
chr3	38662377	missense_variant	0.01	0.999	34	0.995	445	0.91320	pathogenic
chr3	38662377	missense_variant	0.03	0.999	28.9	0.995	445	0.92587	pathogenic
chr3	38662385	missense_variant	0	0.999	27.9	0.959	445	0.98729	pathogenic
chr3	38662385	missense_variant	0.21	0.997	24.1	0.959	445	0.98987	pathogenic
chr3	38662391	missense_variant	0.1	0.415	23.2	0.900	445	0.11684	pathogenic
chr3	38662392	missense_variant	0.19	0.254	23.4	0.901	445	0.09380	pathogenic
chr3	38662401	missense_variant	0	0.999	28.4	0.993	445	0.96232	pathogenic
chr3	38662412	missense_variant	0.03	0.999	27.9	0.997	445	0.98928	pathogenic
chr3	38662417	missense_variant	0.03	0.996	16.96	0.992	445	0.14112	pathogenic
chr3	38662420	missense_variant	0	1	28.3	0.995	445	0.88832	pathogenic
chr3	38663892	missense_variant&splice_region_variant	0	0.994	32	0.969	320.5	0.98468	pathogenic
chr3	38663892	missense_variant&splice_region_variant	0	0.994	32	0.969	320.5	0.98468	pathogenic
chr3	38663892	missense_variant&splice_region_variant	0.02	0.612	34	0.969	320.5	0.97940	pathogenic
chr3	38663892	missense_variant&splice_region_variant	0.02	0.998	34	0.969	320.5	0.97940	pathogenic
chr3	38663937	missense_variant	0.03	0.994	29.6	0.998	320.5	0.91841	pathogenic
chr3	38663966	missense_variant	0	0.571	29.5	0.991	320.5	0.98679	pathogenic
chr3	38671818	missense_variant	0.02	0.977	29.8	0.985	487.5	0.94936	pathogenic
chr3	38671821	missense_variant	0.03	0.946	28.9	0.969	487.5	0.92820	pathogenic
chr3	38671832	missense_variant	0.01	0.992	35	0.990	487.5	0.97834	pathogenic
chr3	38671833	missense_variant	0	0.999	33	0.992	487.5	0.83548	pathogenic
chr3	38671851	missense_variant	0.25	0.983	24.4	0.984	487.5	0.94387	pathogenic
chr3	38671857	missense_variant	1	0.001	0.408	0.945	487.5	0.04210	pathogenic
chr3	38671867	missense_variant	0.21	0.007	15.42	0.987	487.5	0.71321	pathogenic
chr3	38671883	missense_variant	0	0.997	35	0.998	487.5	0.97832	pathogenic
chr3	38671884	missense_variant	0	0.923	35	0.998	487.5	0.96207	pathogenic
chr3	38671884	missense_variant	0	0.998	35	0.998	487.5	0.96207	pathogenic
chr3	38671884	missense_variant	0	0.995	32	0.998	487.5	0.96895	pathogenic
chr3	38671884	missense_variant	0	0.97	32	0.998	487.5	0.96895	pathogenic
chr3	38671911	missense_variant	0.01	0.994	33	0.925	487.5	0.98413	pathogenic
chr3	38671911	missense_variant	0.05	0.162	32	0.925	487.5	0.97815	pathogenic
chr3	38671913	missense_variant	0	0.995	29.8	0.924	487.5	0.98685	pathogenic
chr3	38671916	missense_variant	0	0.995	32	0.902	487.5	0.98551	pathogenic
chr3	38674549	missense_variant	0	0.996	32	0.996	984.3	0.99552	pathogenic
chr3	38674589	missense_variant	0	0.718	23.5	0.975	984.3	0.88611	pathogenic
chr3	38674641	missense_variant	0.17	0	22.2	0.973	984.3	0.04836	pathogenic
chr3	38674645	missense_variant	0.14	0.833	24.3	0.961	984.3	0.99165	pathogenic
chr3	38674657	missense_variant	0.23	0.016	20.8	0.625	984.3	0.92139	pathogenic
chr3	38674671	missense_variant	0.19	0.018	23.6	0.551	984.3	0.83091	pathogenic
chr3	38674696	missense_variant	0.22	0	10.76	0.118	984.3	0.14912	pathogenic
chr3	38674710	missense_variant	0.03	0.995	24.9	0.182	984.3	0.97805	pathogenic
chr3	38674719	missense_variant	0.04	0.406	27.5	0.420	984.3	0.96799	pathogenic
chr3	38674719	missense_variant	0	0.739	27.6	0.420	984.3	0.95291	pathogenic
chr3	38674773	missense_variant	0	0.978	23.8	0.988	984.3	0.97288	pathogenic
chr3	38674795	missense_variant	0.01	0.996	29.5	0.987	984.3	0.98098	pathogenic
chr3	38753831	missense_variant	0.14	0.367	22.5	0.986	448.5	0.92145	pathogenic
chr3	38753831	missense_variant	0	0.937	26.2	0.986	448.5	0.92059	pathogenic
chr3	38793804	missense_variant	0.12	0.52	15.78	0.200	466.1	0.05609	pathogenic
chr3	38913706	missense_variant	0	1	26.9	0.461	203	0.99346	pathogenic
chr3	38936427	missense_variant	0	1	31	0.999	331.7	0.99553	pathogenic
chr3	38936436	missense_variant	0	0.999	32	0.997	331.7	0.99609	pathogenic
chr3	38950645	missense_variant	0	0.167	21.3	0.823	486.9	0.98844	pathogenic
chr3	39433004	stop_gained	0	1	40	0.992	549	0.84281	pathogenic
chr3	39433447	missense_variant	0	0.999	28.3	0.985	413.7	0.97355	pathogenic
chr3	39449169	stop_gained	0	1	22.5	0.994	632.2	0.90502	pathogenic
chr3	39450124	missense_variant	0	0.94	22.6	0.864	355.6	0.98458	pathogenic
chr3	39450135	missense_variant	0.05	0.995	22.2	0.737	355.6	0.98139	pathogenic
chr3	39453179	missense_variant	0.05	0.873	21.3	0.981	432.2	0.90641	pathogenic
chr3	39453179	missense_variant	0.05	0.873	21.3	0.981	432.2	0.90641	pathogenic
chr3	39453179	missense_variant	0.15	0.816	21.6	0.981	432.2	0.88933	pathogenic
chr3	39453179	missense_variant	0.15	0.816	21.6	0.981	432.2	0.88933	pathogenic
chr3	39453197	missense_variant	0.19	0.131	22.3	0.994	432.2	0.92377	pathogenic
chr3	41266097	missense_variant	0	0.686	29.0	0.999	4786.5	0.97736	pathogenic
chr3	41266097	missense_variant	0	0.988	28.9	0.999	4786.5	0.98085	pathogenic
chr3	41266097	missense_variant	0	0.992	31	0.999	4786.5	0.97925	pathogenic
chr3	41266098	missense_variant	0	0.959	27.5	0.999	4786.5	0.97491	pathogenic
chr3	41266098	missense_variant	.	0.452	27.3	0.999	4786.5	0.97260	pathogenic
chr3	41266098	missense_variant	0	0.988	27.6	0.999	4786.5	0.97272	pathogenic
chr3	41266101	missense_variant	0	0.64	29.5	0.999	4786.5	0.96992	pathogenic
chr3	41266101	missense_variant	0	0.64	29.5	0.999	4786.5	0.96992	pathogenic
chr3	41266101	missense_variant	0	0.987	32	0.999	4786.5	0.97130	pathogenic
chr3	41266101	missense_variant	0	0.987	32	0.999	4786.5	0.97130	pathogenic
chr3	41266101	missense_variant	0	0.949	32	0.999	4786.5	0.96329	pathogenic
chr3	41266101	missense_variant	0	0.949	32	0.999	4786.5	0.96329	pathogenic
chr3	41266104	missense_variant	0	0.993	29.0	0.998	4786.5	0.97736	pathogenic
chr3	41266104	missense_variant	0	0.998	28.4	0.998	4786.5	0.97925	pathogenic
chr3	41266113	missense_variant	0	0.986	32	0.998	4786.5	0.96992	pathogenic
chr3	41266113	missense_variant	0	0.986	32	0.998	4786.5	0.96992	pathogenic
chr3	41266113	missense_variant	0	0.986	32	0.998	4786.5	0.97130	pathogenic
chr3	41266113	missense_variant	0	0.986	32	0.998	4786.5	0.97130	pathogenic
chr3	41266113	missense_variant	0	0.962	33	0.998	4786.5	0.96329	pathogenic
chr3	41266113	missense_variant	0	0.962	33	0.998	4786.5	0.96329	pathogenic
chr3	41266125	missense_variant	0	0.931	30	0.990	4786.5	0.97727	pathogenic
chr3	41266136	missense_variant	0	0.939	27.1	0.998	4786.5	0.97681	pathogenic
chr3	41266136	missense_variant	0.04	0.391	24.0	0.998	4786.5	0.97914	pathogenic
chr3	41266137	missense_variant	0	0.968	32	0.998	4786.5	0.98060	pathogenic
chr3	41266137	missense_variant	0	0.968	32	0.998	4786.5	0.98132	pathogenic
chr3	41266137	missense_variant	0	0.954	33	0.998	4786.5	0.97727	pathogenic
chr3	41267341	missense_variant	0.01	0.001	24.2	0.991	4786.5	0.97192	pathogenic
chr3	41267341	stop_gained	0	1	42	0.991	4786.5	0.96398	pathogenic
chr3	41275648	stop_gained	0	1	38	0.958	2350	0.97787	pathogenic
chr3	42727712	stop_gained	0	1	15.33	0.601	3758.8	0.99609	pathogenic
chr3	42727712	stop_gained	0	1	15.33	0.601	3758.8	0.99609	pathogenic
chr3	42727712	missense_variant	0	0.996	14.65	0.601	3758.8	0.99637	pathogenic
chr3	42727712	missense_variant	0	0.996	14.65	0.601	3758.8	0.99637	pathogenic
